back-door,bathroom,bedroom,fridge-door,front-door,hallway,kitchen,lounge
28.0,24.0,56.0,106.0,38.0,90.0,121.0,142.0
26.0,19.0,60.0,86.0,38.0,86.0,106.0,158.0
30.0,19.0,53.0,108.0,40.0,85.0,135.0,166.0
10.0,23.0,63.0,54.0,44.0,74.0,81.0,159.0
8.0,19.0,51.0,40.0,40.0,64.0,63.0,143.0
22.0,17.0,45.0,42.0,36.0,76.0,78.0,136.0
6.0,16.0,53.0,28.0,30.0,57.0,51.0,177.0
24.0,21.0,65.0,48.0,24.0,55.0,64.0,181.0
4.0,17.0,64.0,46.0,54.0,70.0,50.0,146.0
12.0,21.0,56.0,42.0,30.0,76.0,76.0,161.0
83.0,23.0,57.0,134.0,34.0,85.0,161.0,156.0
149.0,21.0,52.0,132.0,50.0,72.0,134.0,146.0
24.0,16.0,38.0,95.0,30.0,80.0,107.0,184.0
27.0,23.0,53.0,74.0,34.0,68.0,59.0,138.0
6.0,21.0,61.0,50.0,30.0,66.0,48.0,140.0
6.0,23.0,43.0,52.0,34.0,51.0,36.0,168.0
6.0,14.0,51.0,34.0,20.0,56.0,25.0,188.0
10.0,15.0,25.0,16.0,4.0,11.0,19.0,113.0
12.0,17.0,60.0,34.0,36.0,64.0,40.0,159.0
8.0,19.0,54.0,50.0,38.0,62.0,67.0,207.0
7.0,22.0,50.0,40.0,26.0,52.0,39.0,202.0
10.0,22.0,61.0,44.0,39.0,60.0,61.0,228.0
6.0,22.0,57.0,52.0,20.0,61.0,50.0,159.0
10.0,27.0,66.0,42.0,21.0,54.0,35.0,210.0
6.0,18.0,58.0,58.0,40.0,76.0,60.0,193.0
0.0,2.0,17.0,0.0,4.0,3.0,1.0,4.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
2.0,4.0,17.0,40.0,26.0,33.0,38.0,57.0
8.0,19.0,57.0,38.0,26.0,68.0,92.0,203.0
14.0,22.0,50.0,56.0,36.0,70.0,74.0,185.0
8.0,24.0,52.0,56.0,32.0,100.0,70.0,213.0
4.0,14.0,41.0,14.0,10.0,18.0,15.0,67.0
8.0,23.0,60.0,38.0,30.0,77.0,50.0,164.0
6.0,17.0,51.0,56.0,46.0,86.0,84.0,212.0
4.0,21.0,48.0,62.0,34.0,77.0,79.0,200.0
26.0,16.0,40.0,62.0,58.0,100.0,88.0,172.0
10.0,20.0,57.0,78.0,52.0,61.0,90.0,186.0
188.0,18.0,50.0,74.0,50.0,99.0,108.0,235.0
23.0,20.0,59.0,58.0,50.0,86.0,88.0,167.0
60.0,20.0,55.0,88.0,30.0,68.0,95.0,146.0
24.0,16.0,38.0,32.0,0.0,0.0,0.0,6.0
0.0,23.0,34.0,22.0,0.0,0.0,0.0,0.0
6.0,14.0,32.0,18.0,0.0,0.0,0.0,0.0
0.0,17.0,39.0,8.0,6.0,13.0,0.0,0.0
0.0,22.0,70.0,16.0,17.0,32.0,0.0,0.0
2.0,11.0,45.0,28.0,25.0,39.0,0.0,0.0
0.0,4.0,28.0,16.0,8.0,15.0,0.0,0.0
14.0,17.0,43.0,20.0,33.0,42.0,0.0,0.0
0.0,13.0,31.0,22.0,8.0,24.0,0.0,0.0
20.0,18.0,43.0,20.0,34.0,44.0,0.0,0.0
0.0,18.0,29.0,12.0,6.0,21.0,0.0,0.0
0.0,13.0,27.0,10.0,16.0,21.0,0.0,0.0
0.0,7.0,25.0,16.0,10.0,16.0,0.0,0.0
0.0,19.0,38.0,10.0,10.0,19.0,0.0,0.0
0.0,20.0,58.0,10.0,21.0,21.0,0.0,0.0
4.0,14.0,39.0,23.0,20.0,27.0,0.0,0.0
6.0,12.0,33.0,27.0,25.0,34.0,0.0,0.0
0.0,8.0,39.0,8.0,12.0,18.0,0.0,0.0
0.0,14.0,32.0,12.0,16.0,15.0,0.0,0.0
4.0,11.0,31.0,20.0,23.0,25.0,0.0,0.0
0.0,9.0,31.0,14.0,9.0,11.0,0.0,0.0
0.0,17.0,48.0,20.0,20.0,23.0,0.0,0.0
1.0,15.0,35.0,20.0,14.0,22.0,0.0,0.0
6.0,17.0,43.0,26.0,18.0,35.0,0.0,0.0
1.0,12.0,45.0,14.0,16.0,39.0,0.0,0.0
0.0,15.0,23.0,10.0,11.0,22.0,0.0,0.0
0.0,9.0,27.0,16.0,9.0,16.0,0.0,0.0
0.0,7.0,26.0,20.0,14.0,20.0,0.0,0.0
0.0,11.0,36.0,14.0,17.0,18.0,0.0,0.0
0.0,18.0,31.0,20.0,23.0,37.0,0.0,0.0
13.0,12.0,49.0,40.0,37.0,37.0,0.0,0.0
0.0,9.0,26.0,14.0,4.0,10.0,0.0,0.0
0.0,14.0,37.0,14.0,12.0,16.0,0.0,0.0
0.0,12.0,27.0,10.0,10.0,12.0,0.0,0.0
0.0,16.0,48.0,16.0,6.0,20.0,0.0,0.0
10.0,14.0,30.0,26.0,21.0,28.0,0.0,0.0
3.0,28.0,45.0,30.0,20.0,34.0,0.0,0.0
5.0,16.0,60.0,38.0,24.0,36.0,0.0,0.0
0.0,13.0,41.0,14.0,4.0,15.0,0.0,0.0
0.0,12.0,58.0,22.0,20.0,20.0,0.0,0.0
0.0,20.0,43.0,20.0,8.0,27.0,0.0,0.0
4.0,14.0,31.0,34.0,16.0,19.0,0.0,0.0
0.0,11.0,31.0,12.0,8.0,14.0,0.0,0.0
0.0,6.0,15.0,6.0,6.0,13.0,0.0,0.0
6.0,14.0,58.0,24.0,21.0,31.0,0.0,0.0
1.0,16.0,28.0,14.0,19.0,20.0,0.0,0.0
0.0,17.0,51.0,7.0,18.0,23.0,0.0,0.0
0.0,12.0,42.0,0.0,6.0,13.0,0.0,0.0
0.0,9.0,28.0,0.0,6.0,14.0,0.0,0.0
0.0,25.0,64.0,0.0,23.0,35.0,0.0,0.0
0.0,5.0,7.0,0.0,0.0,3.0,0.0,0.0
14.9762,44.5952,74.8095,21.7381,1.3571,41.1667,68.4762,5.5476
0.0,5.0,5.0,1.0,6.0,9.0,0.0,0.0
0.0,16.0,39.0,16.0,21.0,34.0,0.0,0.0
0.0,16.0,63.0,24.0,15.0,41.0,0.0,0.0
0.0,13.0,42.0,12.0,4.0,17.0,0.0,0.0
0.0,16.0,42.0,34.0,23.0,30.0,0.0,0.0
0.0,0.0,52.0,22.0,21.0,33.0,0.0,0.0
0.0,0.0,55.0,30.0,29.0,35.0,0.0,0.0
0.0,9.0,46.0,14.0,4.0,15.0,0.0,0.0
0.0,12.0,51.0,6.0,14.0,16.0,0.0,0.0
0.0,18.0,84.0,18.0,8.0,9.0,0.0,0.0
0.0,13.0,28.0,14.0,8.0,9.0,0.0,0.0
0.0,11.0,34.0,18.0,17.0,24.0,0.0,0.0
0.0,21.0,74.0,26.0,20.0,46.0,0.0,0.0
2.0,24.0,48.0,23.0,25.0,47.0,100.0,97.0
0.0,32.0,91.0,7.0,21.0,58.0,145.0,120.0
0.0,33.0,56.0,27.0,15.0,61.0,110.0,96.0
